Year,Month,Day,Hour,Minute,Second,Time,Latitude,Longitude,Depth/km,MagType,Magnitude,EventLocationName
2023,6,21,17,9,13,56.8663,-121.5686,5.06,ML,4,"80 km NW of Fort St. John, BC/80 km NO de Fort St. John, BC
"
2023,6,20,4,12,44,50.3943,-130.2594,10,Mw,4.32,"198 km W of Port Hardy, BC/198 km O de Port Hardy, BC
"
2023,6,18,0,17,54,50.4896,-130.4148,10,Mw,4.05,"207 km W of Port Hardy, BC/207 km O de Port Hardy, BC
"
2023,5,31,6,2,16,54.4893,-118.5233,5.27,ML,4.07,"77 km NE of Grande Cache, AB/77 km NE de Grande Cache, AB
"
2023,5,26,2,57,51,59.9889,-140.38,1,ML,4.09,"58 km NW of Yakutat, AK/58 km NO de Yakutat, AK
"
2023,5,25,12,54,5,60.0183,-140.3912,3.29,ML,4.05,"61 km NW of Yakutat, AK/61 km NO de Yakutat, AK
"
2023,5,16,23,43,42,59.4037,-138.2974,1,ML,4.06,"85 km E of Yakutat, AK/85 km E de Yakutat, AK
"
2023,5,12,14,4,28,62.5299,-126.6223,1,ML,4.44,"105 km NE of Tungsten, NT/105 km NE de Tungsten, NT
"
2023,5,10,22,58,28,86.1731,26.3343,10,mb,4.33,"683 km NNE of Nord, GL/683 km NNE de Nord, GL
"
2023,5,8,16,10,3,52.1374,-132.0827,20,mb,4.38,"125 km S of Village of Queen Charlotte, BC/125 km S de Village of Queen Charlotte, BC
"
2023,4,29,20,2,52,56.2564,-116.5796,8.57,ML,4.05,"27 km SW of Cadotte Lake, AB/27 km SO de Cadotte Lake, AB
"
2023,4,29,16,11,17,41.1958,-55.4529,10,ML,4.28,"765 km ESE of Halifax, NS/765 km ESE de Halifax, NS
"
2023,4,29,4,20,28,56.085,-116.6458,5.56,ML,4.13,"24 km E of Reno, AB/24 km E de Reno, AB
"
2023,4,23,18,10,8,43.8431,-76.029,8.6,MN,4.46,"17 km SSW of Watertown, NY, felt/17 km SSO de Watertown, NY, ressenti
"
2023,4,19,18,56,28,48.8892,-129.3059,10,Mw,4.49,"214 km SW of Port Alice, BC/214 km SO de Port Alice, BC
"
2023,4,14,19,6,0,47.5907,-129.1071,10,Mw,4.13,"293 km SW of Tofino, BC/293 km SO de Tofino, BC
"
2023,4,13,16,5,11,49.0511,-129.8315,10,Mw,4.25,"226 km SW of Port Alice, BC/226 km SO de Port Alice, BC
"
2023,4,13,15,54,54,49.1051,-129.6483,10,Mw,5.65,"212 km SW of Port Alice, BC/212 km SO de Port Alice, BC
"
2023,4,2,1,8,31,50.0813,-129.7193,10,Mw,4.48,"164 km W of Port Alice, BC/164 km O de Port Alice, BC
"
2023,3,29,20,17,29,41.7443,-55.2967,18,ML,4.15,"745 km ESE of Halifax, NS/745 km ESE de Halifax, NS
"
2023,3,29,9,16,51,61.992,-123.9762,1,mb,4.08,"111 km N of Nahanni Butte, NT/111 km N de Nahanni Butte, NT
"
2023,3,27,7,48,17,54.5061,-118.4969,4.11,ML,4.12,"76 km S of Grande Prairie, AB/76 km S de Grande Prairie, AB
"
2023,3,22,14,34,4,58.193,-137.4911,5,ML,4.19,"175 km NW of Sitka, Alaska, USA/175 km NO de Sitka, Alaska, USA
"
2023,3,22,9,59,13,58.2127,-137.4628,5,ML,4.33,"175 km NW of Sitka, Alaska, USA/175 km NO de Sitka, Alaska, USA
"
2023,3,21,6,56,56,68.8545,-53.3823,18,ML,4.68,"44 km S of Qeqertasuaq, GL/44 km S de Qeqertasuaq, GL
"
2023,3,16,14,59,9,56.0886,-116.6378,6.78,Mw,4.6,"24 km E of Reno, AB/24 km E de Reno, AB
"
2023,3,16,14,46,18,56.1039,-116.6608,6.14,mb,4.88,"23 km NE of Reno, AB/23 km NE de Reno, AB
"
2023,3,13,13,58,59,52.7131,-132.3001,22.52,ML,4.44,"62 km S of Village of Queen Charlotte, BC/62 km S de Village of Queen Charlotte, BC
"
2023,3,12,15,31,54,48.8137,-129.6557,10,Mw,4.51,"236 km SW of Port Alice, BC/236 km SO de Port Alice, BC
"
2023,3,12,15,31,53,48.9,-129.9,10,ML,4.3,"Preliminary; 241 km WSW of Port Alice, BC/Preliminaire; 241 km OSO de Port Alice, BC
"
2023,3,12,7,22,2,52.7484,-132.2009,23.93,mb,4.25,"57 km S of Village of Queen Charlotte, BC/57 km S de Village of Queen Charlotte, BC
"
2023,3,8,10,4,26,50.07,-129.6012,10,Mw,4.08,"157 km W of Port Alice, BC/157 km O de Port Alice, BC
"
2023,3,8,7,32,54,61.3184,-140.5794,10,ML,4.95,"84 km W of Burwash Landing, YT/84 km O de Burwash Landing, YT
"
2023,3,8,6,7,29,50.0715,-129.6946,10,Mw,4,"163 km W of Port Alice, BC/163 km O de Port Alice, BC
"
2023,2,20,9,8,36,48.7466,-129.1444,10,Mw,4.16,"219 km SW of Port Alice, BC/219 km SO de Port Alice, BC
"
2023,2,17,6,55,46,50.2126,-129.7826,10,Mw,4.75,"167 km W of Port Alice, BC/167 km O de Port Alice, BC
"
2023,2,8,5,59,35,50.0407,-130.0408,10,Mw,4.23,"188 km W of Port Alice, BC/188 km O de Port Alice, BC
"
2023,2,6,11,15,49,42.8611,-78.7797,5,MN,4.3,"8 km ESE of Buffalo, NY, felt/8 km ESE de Buffalo, NY, ressenti
"
2023,2,5,4,39,11,49.8946,-116.3614,1,ML,4.31,"35 km NW of Kimberley, BC/35 km NO de Kimberley, BC
"
2023,2,3,21,45,23,54.366,-118.4985,10.22,ML,4.1,"67 km NE of Grande Cache, AB/67 km NE de Grande Cache, AB
"
2023,2,3,2,53,15,61.5086,-140.6958,0.07,ML,4.01,"91 km W of Burwash Landing, YT/91 km O de Burwash Landing, YT
"
2023,1,30,9,2,46,61.5051,-140.6694,5,mb,4.8,"90 km W of Burwash Landing, YT/90 km O de Burwash Landing, YT
"
2023,1,27,20,38,17,54.1029,-121.8587,10,ML,4.39,"62 km E of Prince George, BC/62 km E de Prince George, BC
"
2023,1,22,5,6,23,62.2827,-128.8273,5,ML,4.6,"47 km NW of Tungsten, NT/47 km NO de Tungsten, NT
"
2023,1,18,18,19,6,62.2485,-123.8925,5,ML,4.56,"115 km S of Wrigley, NT/115 km S de Wrigley, NT
"
2023,1,17,4,48,14,58.1727,-137.5094,5,mb,4.56,"174 km NW of Sitka, Alaska, USA/174 km NO de Sitka, Alaska, USA
"
2023,1,12,0,12,53,44.3228,-54.5335,18,ML,4.18,"319 km S of Marystown, NL/319 km S de Marystown, NL
"
2023,1,11,7,0,47,60.0957,-141.076,10,ML,4.72,"94 km NW of Yakutat, AK/94 km NO de Yakutat, AK
"
2023,1,5,4,3,15,52.6046,-35.1515,10,mb,4.45,"1119 km SE of Qaqortoq, GL/1119 km SE de Qaqortoq, GL
"
