2006-07-07,18:08:46,23.015390,120.908173,29.591,0.96,24,1.0560,"2006/07/07 18:08:46.0"
2006-07-08,17:20:05,23.082190,120.900169,25.357,0.68,13,1.3465,"2006/07/08 17:20:5.0"
2006-08-14,13:44:10,23.053949,120.901787,22.518,0.85,29,0.8308,"2006/08/14 13:44:10.0"
2006-08-14,13:44:21,23.043921,120.894882,19.665,0.75,30,0.6048,"2006/08/14 13:44:21.0"
2006-08-18,16:27:24,23.082239,120.883278,26.306,0.59,13,1.2344,"2006/08/18 16:27:24.0"
2006-08-18,16:35:49,22.870510,120.817528,33.645,0.83,17,0.4955,"2006/08/18 16:35:49.0"
2006-08-18,18:17:49,23.101360,120.937927,30.862,0.56,24,1.3350,"2006/08/18 18:17:49.0"
2006-08-19,19:18:50,23.062771,120.895523,28.934,0.76,14,1.2177,"2006/08/19 19:18:50.0"
2006-08-21,18:27:31,22.862740,120.953819,31.883,0.42,16,0.7589,"2006/08/21 18:27:31.0"
2006-08-21,19:24:36,23.127600,120.900238,23.030,0.76,15,1.2501,"2006/08/21 19:24:36.0"
2006-08-21,19:25:50,22.965361,120.857452,29.754,0.52,16,0.4530,"2006/08/21 19:25:50.0"
2006-08-21,19:39:29,23.092010,120.858742,26.068,0.49,15,0.7486,"2006/08/21 19:39:29.0"
2006-08-21,19:40:56,22.982450,120.855789,31.968,0.67,32,0.4619,"2006/08/21 19:40:56.0"
2006-08-22,18:51:41,22.905470,121.079498,38.440,0.28,11,1.0868,"2006/08/22 18:51:41.0"
2006-08-25,21:45:10,22.818810,120.873787,27.754,0.92,28,0.5011,"2006/08/25 21:45:10.0"
2006-09-05,21:26:16,23.091961,120.940010,24.337,0.81,12,0.7543,"2006/09/05 21:26:16.0"
2006-09-09,17:23:40,22.814430,121.047699,46.055,0.89,14,0.9569,"2006/09/09 17:23:40.0"
2006-09-13,12:19:19,23.120440,121.004478,28.668,0.11,36,0.7592,"2006/09/13 12:19:19.0"
2006-09-18,18:43:17,22.809790,120.920891,36.257,0.71,20,0.4531,"2006/09/18 18:43:17.0"
2006-09-18,19:04:20,22.859421,120.839569,30.055,0.60,13,0.3754,"2006/09/18 19:04:20.0"
2006-09-18,19:39:21,22.938169,120.920021,32.196,0.40,15,0.4517,"2006/09/18 19:39:21.0"
2006-09-19,16:56:06,23.034470,120.967461,33.766,0.16,13,1.0615,"2006/09/19 16:56:6.0"
2006-10-01,19:20:23,23.027580,120.866180,31.719,0.72,19,0.7746,"2006/10/01 19:20:23.4"
2006-10-05,19:26:40,23.057350,120.884651,25.038,0.59,14,0.6197,"2006/10/05 19:26:40.2"
2006-10-05,19:45:04,22.819099,120.978592,39.349,0.65,13,0.7051,"2006/10/05 19:45:4.9"
2006-10-06,21:50:11,23.062599,120.884758,28.283,0.44,11,0.4899,"2006/10/06 21:50:11.6"
2006-10-12,15:17:24,22.880671,120.860542,35.491,0.98,18,0.5255,"2006/10/12 15:17:24.2"
2006-10-16,20:04:29,22.816780,120.899727,38.239,0.81,19,0.6696,"2006/10/16 20:04:29.4"
