Timestamp,Magnitude,Latitude,Longitude,Depth
1897-06-05 00:00:00,7.0,16.3,-95.4,33.0
1901-10-08 02:14:00,7.1,13.0,-87.0,0.0
1902-04-19 02:24:00,7.5,14.93,-91.5,25.0
1902-09-23 20:18:15,7.8,16.583,-92.583,25.0
1903-01-14 01:47:36,7.7,15.0,-98.0,25.0
1907-04-15 06:08:06,7.9,16.7,-99.2,25.0
1909-07-30 10:51:54,7.5,16.8,-99.9,50.0
1911-06-07 11:02:42,7.6,19.7,-103.7,50.0
1911-12-16 19:14:18,7.3,16.9,-100.7,50.0
1914-03-30 00:41:18,7.5,17.0,-92.0,150.0
1915-11-21 00:13:22,7.0,32.0,-115.0,10.0
1917-12-29 22:50:20,6.9,15.0,-97.0,Sh
1918-05-23 11:57:30,6.8,27.0,-111.0,10.0
1918-10-19 03:23:04,6.6,13.88,-90.023,35.0
1919-04-17 20:53:03,6.8,14.8,-92.2,0.0
1920-03-23 15:21:52,6.2,16.145,-93.521,15.0
1920-07-03 16:34:54,5.8,15.16,-94.062,25.0
1920-10-01 18:50:59,5.9,16.278,-99.346,10.0
1920-10-08 16:50:51,6.3,16.663,-91.449,10.0
1921-02-04 08:22:44,7.0,15.0,-91.0,120.0
1921-03-06 07:25:13,6.3,26.497,-109.958,15.0
1921-03-28 07:49:30,7.3,13.635,-87.09,15.0
1921-05-01 05:38:56,6.6,18.5,-104.5,Sh
1922-06-12 04:47:44,7.0,24.0,-108.5,10.0
1922-06-12 10:42:43,6.0,19.091,-106.79,10.0
1923-08-28 23:15:13,6.8,24.844,-109.098,10.0
1924-04-21 20:00:59,6.4,18.71,-100.769,15.0
1925-05-26 08:19:54,5.9,13.929,-89.272,15.0
1925-08-07 07:47:48,6.4,19.0,-102.0,100.0
1925-08-29 22:36:44,6.3,26.886,-111.239,15.0
1925-11-16 11:54:54,7.0,18.4,-106.5,0.0
1925-11-28 12:33:16,5.9,15.014,-89.099,15.0
1925-12-11 01:27:36,6.0,16.097,-91.318,15.0
1926-02-10 14:48:31,5.7,13.067,-86.254,15.0
1926-05-11 11:20:28,6.2,19.995,-106.439,15.0
1926-05-26 17:53:39,5.7,13.351,-88.386,15.0
1927-01-01 08:16:39,6.0,28.659,-115.119,15.0
1927-01-01 09:13:32,6.0,29.359,-115.206,15.0
1927-01-19 01:16:57,5.7,18.088,-102.436,35.0
1927-02-24 04:14:12,5.9,14.581,-92.165,35.0
1927-10-02 04:47:47,6.1,13.553,-87.716,15.0
1928-03-22 04:17:30,7.6,16.23,-95.45,Sh
1928-03-27 05:09:39,5.7,16.967,-91.601,15.0
1928-04-17 03:25:27,6.5,17.69,-96.44,115.0
1928-06-17 03:19:28,8.0,16.33,-96.7,25.0
1928-08-04 18:28:17,7.2,16.83,-97.61,Sh
1928-09-01 23:53:51,6.1,14.865,-95.803,15.0
1928-10-09 03:01:08,7.5,16.3,-97.3,33.0
1928-11-01 04:12:54,6.5,27.106,-105.658,10.0
1928-11-28 01:23:08,5.9,17.683,-102.796,35.0
1929-01-24 20:36:45,6.9,13.021,-90.625,15.0
1929-01-31 18:05:42,6.0,13.223,-91.705,30.0
1929-02-10 15:39:04,6.7,13.9,-91.201,Sh
1929-02-13 22:13:41,6.0,14.728,-92.568,30.0
1929-04-07 19:32:13,6.2,14.793,-95.081,15.0
1929-05-27 23:56:02,5.9,13.159,-93.536,15.0
1929-07-30 07:43:49,5.8,13.808,-92.336,45.0
1929-09-27 23:16:16,6.1,24.993,-109.06,15.0
1930-02-26 02:29:20,5.8,30.192,-116.011,15.0
1930-05-10 22:11:10,5.9,23.412,-106.938,15.0
1930-07-14 22:40:39,6.9,14.097,-90.079,15.0
1931-01-02 09:49:02,6.8,18.117,-108.033,20.0
1931-01-15 01:50:40,7.6,16.1,-96.64,40.0
1931-01-16 19:19:53,6.3,16.44,-96.37,Sh
1931-04-01 13:13:50,5.8,13.762,-91.877,35.0
1931-04-19 02:00:33,6.0,20.72,-108.627,15.0
1931-05-09 10:34:45,6.0,24.32,-108.5,15.0
1931-07-27 07:16:23,5.8,17.301,-85.723,35.0
1931-08-16 11:40:25,6.5,30.709,-104.3,10.0
1931-10-01 11:45:40,6.3,29.838,-114.687,15.0
1931-10-26 04:25:08,6.0,22.443,-108.514,35.0
1932-03-14 04:06:04,6.2,21.759,-108.676,15.0
1932-04-24 06:10:55,6.1,25.082,-111.774,15.0
1932-05-21 10:10:03,7.1,13.198,-87.862,15.0
1932-06-03 10:36:52,8.1,19.84,-103.99,16.0
1932-06-18 10:12:10,7.8,19.5,-103.5,16.0
1932-06-22 12:59:27,7.7,18.74,-104.68,Sh
1932-07-07 16:15:51,6.9,29.0,-113.0,10.0
1932-07-12 19:24:10,6.8,26.083,-110.05,10.0
1932-07-25 09:12:46,6.8,18.87,-103.93,Sh
1932-12-07 16:22:09,6.6,19.0,-104.0,Sh
1933-04-09 03:58:17,6.4,19.5,-105.0,Sh
1933-05-08 10:33:40,6.7,17.5,-101.0,Sh
1933-06-16 00:57:09,5.7,25.993,-112.135,15.0
1933-07-10 03:22:03,6.4,18.367,-103.947,15.0
1933-12-13 21:23:45,6.6,19.5,-104.5,Sh
